@relation GENERATED
@attribute AX numeric
@attribute AY numeric
@attribute DEC {MIN,MAJ}
@data
4.9416780707654135,-0.4183726414247273,MIN
5.36897490138152,0.34152753803502334,MIN
4.947393942041526,-0.9282728208844777,MIN
6.012778082943736,1.2264277174947735,MIN
4.181047906815973,-0.600922551694852,MIN
6.283469084755221,-0.24242285079443632,MIN
4.7507770143041155,0.41227768758481537,MIN
4.548852262483091,0.808896617044566,MIN
4.016160192031986,-0.2684536521450597,MIN
6.192655444045307,-0.038254011064561055,MIN
5.426309408819755,0.28909625812506484,MIN
5.041765486516797,-1.0448541307043946,MIN
6.107149627419008,1.109846407674857,MIN
3.6259003984529157,-1.0925038615147689,MIN
5.469062317132904,-0.2849539512446442,MIN
3.936370246681799,0.36974658713460745,MIN
6.001754387584009,0.7923963179449816,MIN
4.281135322567358,-1.2274040409745193,MIN
5.346519463469568,0.927296497404732,MIN
4.813827393018463,-0.15005377178489362,MIN
5.262043709561084,-0.1763872048180884,MIN
4.507129416887756,-0.8688372945479634,MIN
3.740783381662204,-0.5414870253583375,MIN
5.917278633675526,-0.3112873842778389,MIN
4.3845865632244205,0.3434131541014127,MIN
6.449970704126631,0.7660628849117868,MIN
5.071142653099787,0.6542631241914543,MIN
4.538450582648681,-0.42308714499817146,MIN
6.38161250132867,0.3844627652719531,MIN
5.615266466103117,0.7118130344615792,MIN
5.1936855067631225,-0.5579873244579221,MIN
3.290681129070494,-0.886887055268296,MIN
5.504213418120853,-0.7208374440977557,MIN
3.9715213476697477,-0.06613690571850395,MIN
6.036905488571959,0.35651282509186993,MIN
3.9829530902219727,-1.0859372646380052,MIN
5.048337231124184,1.0687632737412462,MIN
4.5156451606730785,-0.00858699544837932,MIN
5.276275324622518,0.17396291482174547,MIN
5.969461222234117,0.9733297210682178,MIN
4.137731046106354,-0.8540205481214077,MIN
5.980892964786342,-0.046470637851283136,MIN
-4.075770568824202,-1.249246662705771,MIN
-3.4549368026718277,-2.7959668095270493,MIN
-4.3980224626652875,-4.3837587559341324,MIN
-4.973578455710362,-2.8491707518520353,MIN
-4.391088251795399,-4.53899102108651,MIN
-4.183867044666544,-1.833779295097733,MIN
-3.56303327851417,-3.380499441919012,MIN
-4.885471248087737,-3.4862760027804467,MIN
-4.057416274806508,-2.3277844236129486,MIN
-3.5516131953663654,-4.303804937673814,MIN
-3.810224776660339,-2.8541419327659803,MIN
-4.791653998891209,-4.5850340015862585,MIN
-3.1355440523287523,-2.268050843251264,MIN
-4.688043395326782,-3.2324281385918714,MIN
-3.8371482557499452,-3.920547550933978,MIN
-3.6299270486210906,-1.215335824945202,MIN
-3.009093282468717,-2.7620559717664803,MIN
-3.563846642904122,-1.6931647631415108,MIN
-4.391901616185351,-2.851656342309007,MIN
-4.4544464489830355,-2.1191510097718,MIN
-3.8336126828306614,-3.665871156593078,MIN
-4.431606282687427,-3.965762001281403,MIN
-4.6902178639814,-2.51609899637357,MIN
-4.184414784541257,-4.492119510434434,MIN
-3.977193577412403,-1.7869077844456587,MIN
-3.3563598112600292,-3.3336279312669372,MIN
-4.947202716495469,-4.44110534902074,MIN
-3.2910927699330124,-2.1241221906857444,MIN
-4.119147743214241,-3.2826137698532425,MIN
-3.798530823575178,-2.4482773208524313,MIN
-4.741616483568638,-4.036069267259515,MIN
-3.0855065370061805,-1.7190861089245204,MIN
-4.6380058800042105,-2.683463404265127,MIN
-4.1705463628014785,-4.802584040739187,MIN
-3.963325155672624,-2.09737231475041,MIN
-3.34249138952025,-3.64409246157169,MIN
-5.027151543952217,-3.652811880519679,MIN
-3.3710415973897603,-1.335828722184684,MIN
-4.199096570670989,-2.494320301352181,MIN
-3.6932934912308464,-4.470340815413046,MIN
-4.210516653818793,-1.5710148055973796,MIN
-3.5896828876664193,-3.117734952418658,MIN
-4.585313429244478,-4.9016270665771575,MIN
1.1291077822317668,3.6571298147071314,MIN
0.3985951191921391,6.270071138244623,MIN
1.510997474280762,5.0289672835366215,MIN
1.1988236527471763,5.728702079800929,MIN
0.816933960698181,4.35686461097144,MIN
1.8518645444555524,4.001267154567211,MIN
1.1130352011513338,5.275054412805585,MIN
0.7698813947679645,3.4604637448242093,MIN
1.533660778865955,6.204138682483188,MIN
0.4046250632481505,4.766934406592956,MIN
1.5299393802253156,3.378246152167657,MIN
0.7994267171856878,5.991187475705148,MIN
1.911829072274311,4.750083620997146,MIN
0.9087414517466385,6.893035575774108,MIN
0.5268517596976431,5.521198106944619,MIN
1.6779900004518922,3.83734105308473,MIN
0.20033131384345515,6.3849155695614765,MIN
1.312733668932078,5.143811714853475,MIN
0.9824918244372507,3.1816366471548037,MIN
1.7462712085352412,5.925311584813783,MIN
0.24366248113303224,4.455423905393178,MIN
1.2785930648904036,4.099826448988949,MIN
