@relation GENERATED
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute LABEL {MIN-SAFE,MIN-BORDER,MIN-RARE,MIN-OUTLIER,MIN-DEFAULT,MAJ}

@data
-1.4350665023801819,1.0708430669280415,1.3639626592256004,MIN-BORDER
-2.2894871963139267,2.8680728024438498,0.3639626592256001,MIN-BORDER
-2.1937331530282487,2.30091423836714,-1.0360373407744001,MIN-BORDER
-3.7847234106979806,2.4776909336637765,1.9639626592255999,MIN-BORDER
-4.054798917401175,3.533440641685358,-0.31603734077439993,MIN-BORDER
-3.2298410060168696,0.8228646471369261,-1.7160373407744,MIN-BORDER
-2.6995109201269596,3.120961685993205,1.2839626592256004,MIN-BORDER
-3.278945643599269,1.6576434860377112,-2.1160373407743998,MIN-BORDER
-4.551369564953187,1.9872583658095655,-0.11603734077440031,MIN-BORDER
-4.286204522008232,3.1363068852377047,1.4839626592256006,MIN-BORDER
-1.9880895207788079,0.13112102756802235,0.4839626592256002,MIN-BORDER
-1.9144325644052094,2.4144866751495817,1.0839626592256002,MIN-BORDER
-3.4759600395255017,3.5046096294788422,0.08396265922559987,MIN-BORDER
-4.084857545547251,1.1279451704907246,0.6039626592256003,MIN-BORDER
-1.6910064634052928,1.0911166923039257,1.2039626592256003,MIN-BORDER
-4.843524196195317,2.358016341929823,-0.7960373407744001,MIN-BORDER
-3.9645511834703733,3.6789310928963594,0.8039626592256005,MIN-BORDER
-4.023476748569252,1.8522385748311114,1.8039626592256002,MIN-BORDER
-3.7583117056242967,3.0012870942592516,-1.5960373407744,MIN-BORDER
-2.4991869569489458,2.1611885862870395,-1.9960373407744,MIN-BORDER
-2.5581125220478245,0.3344960682217919,-0.9960373407744,MIN-BORDER
-4.3897155038713125,2.480368730572634,1.1047626592256004,MIN-BORDER
-2.79872524620158,2.3035920352759973,2.1047626592256004,MIN-BORDER
-2.81100140559718,0.7445197920348248,-1.6952373407744,MIN-BORDER
-1.2200111479274478,0.5677430967381882,-0.6952373407744004,MIN-BORDER
-1.8534609727403972,2.1440019631331997,0.3047626592256003,MIN-BORDER
-3.4444512304101287,2.320778658429837,-2.0952373407744,MIN-BORDER
-2.459084836256653,0.6544946231337594,1.9047626592256002,MIN-BORDER
-3.7729407955707197,1.0255415408657629,-1.3752373407744,MIN-BORDER
-3.2426107096808092,3.3236385797220427,1.6247626592256004,MIN-BORDER
-1.9953529150878708,1.9192459448654275,1.2247626592256005,MIN-BORDER
-2.452026044604183,1.9045145535907078,-2.1752373407744,MIN-BORDER
-4.278718562669431,1.8455889884918286,0.8247626592256008,MIN-BORDER
-4.013553519724476,2.9946375079199683,1.8247626592256005,MIN-BORDER
-3.267163028472009,0.20549409323969758,-0.17523734077440012,MIN-BORDER
-2.736832942582098,2.503591132095977,-1.5752373407744,MIN-BORDER
-1.1668485576559477,0.7590124802101856,0.02476265922560006,MIN-BORDER
-1.6235216871722598,0.7442810889354659,1.5447626592256003,MIN-BORDER
-4.776039419962284,2.011180738561363,-0.4552373407744001,MIN-BORDER
-3.952309124517539,3.3873382068080993,-1.2552373407744,MIN-BORDER
-3.1273512131332333,0.6767622122596668,1.7447626592256005,MIN-BORDER
-2.597021127243323,2.974859251115946,-0.2552373407744002,MIN-BORDER
-2.307303765507168,0.1709844451609559,0.34476265922560034,MIN-BORDER
-3.8688312406274603,1.2611073994902164,-1.0552373407744,MIN-BORDER
-4.598035108726087,3.4045248299619386,-0.05523734077440001,MIN-BORDER
-2.208276079715996,0.4909830000729236,-1.3352373407744,MIN-BORDER
-1.4717065159800093,2.1114360402920953,-0.3352373407744,MIN-BORDER
-2.635486426682869,1.3895978678308276,2.2647626592256005,MIN-BORDER
-4.305044104484439,1.487807142995626,0.26476265922560027,MIN-BORDER
-2.130322467553938,2.612917151602346,1.4647626592256007,MIN-BORDER
-3.770417362806069,3.6244726857997684,0.46476265922560045,MIN-BORDER
-2.7097571910262475,1.1495989516468519,-1.9352373407744001,MIN-BORDER
-1.8864361008946886,1.5309783035368185,1.5847626592256003,MIN-BORDER
-1.3192775368179785,1.4352242602511405,0.1847626592256002,MIN-BORDER
-3.2540002575645044,0.38438501598779884,0.7847626592256007,MIN-BORDER
-2.723670171674594,2.682482054844078,-1.2152373407744002,MIN-BORDER
-4.771333558860638,2.844527358865995,-0.21523734077440015,MIN-BORDER
-2.3553853898066,-0.042825330979073595,-0.6152373407744003,MIN-BORDER
-3.3583476124271026,1.274406572168783,1.9847626592256002,MIN-BORDER
-2.828017526537192,3.5725036110250623,-0.015237340774399977,MIN-BORDER
-4.919875087547395,2.3645295264980435,0.5287626592256006,MIN-BORDER
-1.7378945722079315,2.01097613590477,-1.4712373407744002,MIN-BORDER
-4.134746493313258,1.8238329060074046,-0.8712373407744001,MIN-BORDER
-2.32033013464361,0.3236862278651107,1.3287626592256008,MIN-BORDER
-4.279605174181335,3.2257703089848997,0.9287626592256004,MIN-BORDER
-3.0028845970389577,2.7347239331609083,1.9287626592256002,MIN-BORDER
-1.9422244252591365,0.259850199007992,-0.07123734077439992,MIN-BORDER
-1.491830039767032,0.6998865750100594,0.8487626592256009,MIN-BORDER
-2.1252798645799813,2.2761454414050712,1.8487626592256006,MIN-BORDER
-3.492844021249797,1.1295521538560513,1.0487626592256005,MIN-BORDER
-2.962513935359887,3.4276491927123307,-0.9512373407743999,MIN-BORDER
-1.901853763580065,0.9527754585594146,2.0487626592256003,MIN-BORDER
-2.0814948960690085,2.6513867135972378,-1.2312373407744002,MIN-BORDER
-3.67248515373874,2.828163408893875,1.7687626592256005,MIN-BORDER
-2.8475272423544347,0.11758741434544273,-0.23123734077440006,MIN-BORDER
-4.2519198772110505,1.3648452089383805,-0.6312373407744001,MIN-BORDER
-4.649667441628484,3.1768063357289082,0.3687626592256005,MIN-BORDER
-3.1176027490576304,1.1733371223670237,-2.0312373407743998,MIN-BORDER
-1.5266124913878985,0.996560427070387,-1.0312373407744,MIN-BORDER
-1.4971497088384593,1.9099066861030107,-0.03123734077439988,MIN-BORDER
-3.088139966508191,2.0866833813996477,-2.3112373407744,MIN-BORDER
-3.925374037288096,3.2381871327069076,1.2887626592256007,MIN-BORDER
-3.1004161259037906,0.5276111381584752,-0.7112373407744002,MIN-BORDER
-1.5094258682340589,0.3508344428618382,0.2887626592256004,MIN-BORDER
-3.1049628516058645,3.6166565801475468,-0.11123734077440023,MIN-BORDER
-3.870995197891291,1.0828572808957513,1.488762659225601,MIN-BORDER
-3.866698542102831,0.9214257848436141,0.4887626592256006,MIN-BORDER
-4.721119236036577,2.7186555203594223,-0.9112373407743999,MIN-BORDER
-1.4261980542575938,1.1522175814808906,-0.3912373407743999,MIN-BORDER
-4.343013526652103,2.6548194915023036,-1.7912373407743998,MIN-BORDER
-2.81094883408125,0.651350278140419,1.2087626592256007,MIN-BORDER
-2.2806187481913396,2.9494473169966984,-0.7912373407744,MIN-BORDER
-3.8315068851687784,1.6195300491400553,-1.5912373407744003,MIN-BORDER
-4.229254449586211,3.4314911759305837,-0.5912373407744,MIN-BORDER
-2.8739664523119957,3.0190122202384306,0.4087626592256005,MIN-BORDER
