@relation GENERATED
@attribute X1 numeric
@attribute X2 numeric
@attribute CLASS {MAJ,MIN}
@data
-0.21712883096188307,-0.34764271549234793,MAJ
0.28287116903811693,0.3190239511743185,MAJ
0.15787116903811693,-0.47109950561580477,MAJ
0.40787116903811693,-0.1377661722824715,MAJ
-0.40462883096188307,-0.24887728339358262,MAJ
0.09537116903811693,0.417789383273084,MAJ
0.34537116903811693,-0.35998839450469367,MAJ
-0.27962883096188307,0.30667827216197285,MAJ
0.47037116903811693,0.2696412351249359,MAJ
-0.48275383096188307,-0.06369209820839744,MAJ
-0.23275383096188307,0.4918634573471581,MAJ
-0.35775383096188307,-0.2859143204306196,MAJ
0.14224616903811693,0.3807523462360469,MAJ
0.39224616903811693,-0.43406246857876774,MAJ
-0.42025383096188307,0.2326041980878989,MAJ
0.32974616903811693,0.454826420310121,MAJ
0.45474616903811693,0.010381975865676685,MAJ
-0.45150383096188307,-0.48344518462815045,MAJ
-0.32650383096188307,0.4054437042607384,MAJ
0.42349616903811693,0.29433259314962723,MAJ
0.11099616903811693,-0.4093711105540764,MAJ
0.23599616903811693,0.47951777833481235,MAJ
0.48599616903811693,-0.2982599994429652,MAJ
-0.49056633096188307,0.3684066672237012,MAJ
-0.24056633096188307,-0.4464081475911134,MAJ
-0.11556633096188307,0.44248074129777537,MAJ
-0.42806633096188307,-0.3352970364800023,MAJ
0.32193366903811693,-0.497162605752979,MAJ
0.44693366903811693,0.39172628313590985,MAJ
-0.45931633096188307,0.05839294980257659,MAJ
-0.33431633096188307,-0.4230885316789049,MAJ
0.41568366903811693,-0.2008663094566827,MAJ
-0.39681633096188307,0.4658003572099839,MAJ
0.35318366903811693,0.35468924609887276,MAJ
0.22818366903811693,-0.46012556871594196,MAJ
0.47818366903811693,-0.12679223538260864,MAJ
-0.47494133096188307,-0.23790334649371975,MAJ
0.025058669038116932,0.4287633201729468,MAJ
0.27505866903811693,-0.34901445760483085,MAJ
-0.34994133096188307,0.31765220906183567,MAJ
-0.09994133096188307,-0.47247124772828764,MAJ
0.40005866903811693,0.194195418938379,MAJ
-0.41244133096188307,-0.13913791439495432,MAJ
-0.16244133096188307,0.4164176411606012,MAJ
-0.28744133096188307,-0.3613601366171765,MAJ
0.46255866903811693,-0.39839717365421357,MAJ
-0.44369133096188307,0.26826949301245306,MAJ
0.30630866903811693,0.4904917152346753,MAJ
0.43130866903811693,0.046047270790230854,MAJ
-0.38119133096188307,-0.4354342106912506,MAJ
0.36880866903811693,-0.2132119884690284,MAJ
-0.25619133096188307,0.4534546781976382,MAJ
0.49380866903811693,0.342343567086527,MAJ
-0.49447258096188307,0.009010233753193875,MAJ
0.005527419038116932,-0.4848169267406333,MAJ
-0.36947258096188307,-0.26259470451841105,MAJ
0.13052741903811693,0.4040719621482556,MAJ
0.38052741903811693,-0.3737058156295222,MAJ
-0.43197258096188307,0.2929608510371444,MAJ
